teks_bersih,kategori,urgensi,instansi
limbah b3 dibuang sembarangan di lahan kosong dekat pemukiman tolong cepet ditangani,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mas jalan cor beton kampung kami retak dan ambles di beberapa titik,infrastruktur,urgen,Dinas Pekerjaan Umum
mbak ada warga yang pelihara ayam di pemukiman padat bau dan berisik,keamanan,biasa,Satuan Polisi Pamong Praja
mohon pencemaran udara dari pabrik bikin warga sesak napas batuk batuk,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
ada keluhan nih dokter puskesmas sering bolos pasien numpuk ga ada yang meriksa kapan diselesaikan,kesehatan,urgen,Dinas Kesehatan
pak bank sampah di kelurahan kami ga jalan sudah kami laporkan berkali kali,kebersihan,biasa,Dinas Lingkungan Hidup
jalan alternatif satu satunya ke desa kami rusak parah,infrastruktur,urgen,Dinas Pekerjaan Umum
lingkungan rt kurang bersih perlu kerja bakti segera ya pak,kebersihan,biasa,Dinas Lingkungan Hidup
knalpot brong di jalanan bikin bising ganggu ketenangan warga terima kasih sebelumnya,keamanan,biasa,Satuan Polisi Pamong Praja
dengan hormat wabah campak menyebar di sekolah dasar puluhan anak kena tolong diperhatikan,kesehatan,sangat_urgen,Dinas Kesehatan
pak reklame ilegal bejibun dipasang di pohon pohon jalan sudah kami laporkan berkali kali,keamanan,biasa,Satuan Polisi Pamong Praja
terimakasih sudah pasang lampu jalan di gang kami tolong diperhatikan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor imunisasi anak di kelurahan kami ga jalan udah berbulan bulan sudah kami laporkan berkali kali,kesehatan,urgen,Dinas Kesehatan
petugas kebersihan jarang masuk ke gang kami tolong cepet ditangani,kebersihan,biasa,Dinas Lingkungan Hidup
halo selamat siang ada kasus leptospirosis setelah banjir warga mulai demam tinggi terima kasih seblmnya,kesehatan,sangat_urgen,Dinas Kesehatan
urus izin usaha kecil dipersulit minta biaya yang ga jelas,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pembuangan sampah ilegal di pinggir sawah menggunung,kebersihan,urgen,Dinas Lingkungan Hidup
pasar tradisional sampahnya numpuk bau amis kemana mana,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: peredaran minuman keras ilegal di warung warung sekitar makin marak udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor selamat pagi pemda semoga makin maju kotanya tolong diperhatikan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih nrkb djual dpn sklh trang2an segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pengaduan: cat zebra cross di perempatan udah pudar tolong cepet ditangani,infrastruktur,biasa,Dinas Pekerjaan Umum
mas puskesmas kami tidak punya alat usg padahal banyak ibu hamil udah lama nih,kesehatan,urgen,Dinas Kesehatan
minta tolong pasien rujukan ditolak rs tanpa alasan yang jelas warga resah ini,kesehatan,urgen,Dinas Kesehatan
motor parkir sembarangan di badan jalan ganggu arus lalu lintas minta tolong banget,keamanan,biasa,Satuan Polisi Pamong Praja
halo selamat siang pak walikota salatiga keren banget programnya bagus minta ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mohon jembatan kayu di desa kami lapuk berbahaya kalo dilewati tolong cepet ditangani,infrastruktur,urgen,Dinas Pekerjaan Umum
tps liar di pinggir jalan numpuk ga pernah diangkut nyamuk buanyak,kebersihan,urgen,Dinas Lingkungan Hidup
dengan hormat parkir liar di depan toko halangi pejalan kaki tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
mohon sampah di tps udah meluber ke jalan bau banget lalat dimana mana kapan ada solusinya,kebersihan,urgen,Dinas Lingkungan Hidup
jalan desa berlubang lubang parah apalagi musim hujan,infrastruktur,urgen,Dinas Pekerjaan Umum
dana desa ga transparan warga ga tau dipake untuk apa aja,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pasien rujukan ditolak rs tanpa alasan yang jelas,kesehatan,urgen,Dinas Kesehatan
bu jembatan retak parah goyang banget kalo dilewati truk sudah kami laporkan berkali kali,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mohon cat marka jalan udah pudar ga keliatan kapan ada solusinya,infrastruktur,biasa,Dinas Pekerjaan Umum
halo selamat siang puskesmas pembantu tutup ga ada tenaga kesehatan sama sekali mohon ditindak,kesehatan,urgen,Dinas Kesehatan
jembatan di desa kami putus total ga bisa dilewati sama sekali kami tunggu tindakannya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
bnj msk rmh udh stinggi ltt,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
permisi mau lapor pasien kritis ditolak igd rs daerah katanya penuh padahal darurat,kesehatan,sangat_urgen,Dinas Kesehatan
dengan hormat ijazah anak ditahan sekolah karena masalah administrasi pembayaran segera ya pak,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tbc mnybar di pmukim pdt bth pnangan cpt,kesehatan,sangat_urgen,Dinas Kesehatan
tolong bank sampah di kelurahan kami ga jalan terima kasih sebelumnya,kebersihan,biasa,Dinas Lingkungan Hidup
lingkungan rt kurang bersih perlu kerja bakti,kebersihan,biasa,Dinas Lingkungan Hidup
krcunan air mnum bnyk yg mul mth,kesehatan,sangat_urgen,Dinas Kesehatan
tolong halo pak bupati semoga sehat selalu dan sukses terus kami tunggu tindakannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda ada geng yang terror warga minta uang paksa tiap malam kami sangat terganggu,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pak walikota salatiga keren banget programnya bagus,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak ambln dsa rsk ga bs dpke wrg skt prh bahaya bgt,kesehatan,sangat_urgen,Dinas Kesehatan
permisi mau lapor cat zebra cross di perempatan udah pudar kami sangat terganggu,infrastruktur,biasa,Dinas Pekerjaan Umum
taman bermain anak kotor banyak sampah plastik,kebersihan,biasa,Dinas Lingkungan Hidup
ada keluhan nih paving block di trotoar ada beberapa yang copot sudah kami laporkan berkali kali,infrastruktur,biasa,Dinas Pekerjaan Umum
mas ada pedagang yang jualan di badan jalan bahayain pengendara tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
halo selamat siang tempat sampah di halte bus udah penuh perlu dikosongkan minta tolong banget,kebersihan,biasa,Dinas Lingkungan Hidup
dengan hormat posyandu ga aktif udah 4 bulan balita ga ada yang pantau,kesehatan,urgen,Dinas Kesehatan
smph mds jrm sntk brsrkan di tmn ank,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mau lapor nih lingkungan rt kurang bersih perlu kerja bakti sudah kami laporkan berkali kali,kebersihan,biasa,Dinas Lingkungan Hidup
mau lapor nih air sumur penduduk berubah warna bau kimia diduga tercemar pabrik,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
gorong gorong jebol jalan ambles dalam banget berbahaya bgt,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
jam pelayanan di kantor desa terlalu singkat tutup terlalu cepat,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mau lapor nih drainase gang depan rumah agak bau perlu dikuras mohon perhatiannya,kebersihan,biasa,Dinas Lingkungan Hidup
pengaduan: balita di desa kami buanyak yang kena gizi buruk butuh intervensi segera kapan diselesaikan,kesehatan,sangat_urgen,Dinas Kesehatan
laporan: ktp saya udah 5 bulan blm jadi padahal semua syarat udah lengkap kapan diselesaikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih sampah berserakan di depan minimarket ga ada yang bersihin mohon perhatiannya,kebersihan,biasa,Dinas Lingkungan Hidup
jadwal dokter spesialis di puskesmas terlalu sedikit mohon perhatiannya,kesehatan,biasa,Dinas Kesehatan
tbc mnybar di pmukim pdt bth pnangan cpt bahaya bgt,kesehatan,sangat_urgen,Dinas Kesehatan
dengan hormat halo pak bupati semoga sehat selalu dan sukses terus sudah kami laporkan berkali kali,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ada penembakan di daerah kami warga panik ga berani keluar rumah kami sangat terganggu,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mohon pelayanan di kecamatan lama banget bisa nunggu sampe sore mohon perhatiannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
imunisasi anak di kelurahan kami ga jalan udah berbulan bulan,kesehatan,urgen,Dinas Kesehatan
laporan: taman di pinggir jalan kurang terawat rumputnya tinggi segera ya pak,infrastruktur,biasa,Dinas Pekerjaan Umum
ada keluhan nih penerangan jalan minim banget malem gelap gulita rawan kejahatan mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
org gila ngamuk bawa parang ancam warga sekitar,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk minta tolong banget,kebersihan,urgen,Dinas Lingkungan Hidup
tolong trotoar depan pasar rusak parah orang sering kesandung mohon perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
kepada yth pemda ada tambang ilegal beroperasi di wilayah kami merusak lingkungan,keamanan,urgen,Satuan Polisi Pamong Praja
maling motor udah masuk ke perumahan kami 3x dalam sebulan ini,keamanan,urgen,Satuan Polisi Pamong Praja
pkl di trotoar bikin macet dan ganggu lalu lintas,keamanan,biasa,Satuan Polisi Pamong Praja
ibu hmil mau lhrn tp bdn ga ad tolong cepet,kesehatan,sangat_urgen,Dinas Kesehatan
ada keluhan nih klinik desa ga ada dokter tetap cuma ada perawat minta tolong banget,kesehatan,urgen,Dinas Kesehatan
permisi mau lapor jalan depan sekolah retak dalam banget anak anak sering jatuh,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
papan pengumuman di kantor kelurahan jarang diupdate sudah kami laporkan berkali kali,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
taman di pinggir jalan kurang terawat rumputnya tinggi kapan diselesaikan,infrastruktur,biasa,Dinas Pekerjaan Umum
minta tolong got saluran air di perumahan kami mampet udah sebulan kapan ada solusinya,infrastruktur,urgen,Dinas Pekerjaan Umum
mbak limbah pabrik dibuang ke kali sumber air minum warga pada mual mual udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mau lapor nih krcunan air mnum bnyk yg mul mth,kesehatan,sangat_urgen,Dinas Kesehatan
tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu,keamanan,biasa,Satuan Polisi Pamong Praja
mohon rmj bwh umur tawuran bawa snjata tolong cepet,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
laporan: tempat sampah di depan kantor kelurahan jarang dikosongkan kapan ada solusinya,kebersihan,biasa,Dinas Lingkungan Hidup
selamat pagi mau lapor sertifikat tanah saya ga kunjung kelar udah setaun nunggu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada pembunuhan di kampung kami semalam pelaku masih berkeliaran penduduk takut tolong diperhatikan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada penembakan di daerah kami warga panik ga berani keluar rumah,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta klinik desa ga ada dokter tetap cuma ada perawat kami tunggu tindakannya,kesehatan,urgen,Dinas Kesehatan
mohon sndikat pnipuan udh bnyk korban di sni segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mohon antrian puskesmas ga teratur pasien lansia berdiri berjam jam terima kasih sebelumnya,kesehatan,urgen,Dinas Kesehatan
banjir besar rendam jalan utama setinggi pinggang kendaraan ga bisa lewat tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mohon wabah diare menyebar di desa kami udah 20 orang kena termasuk balita,kesehatan,sangat_urgen,Dinas Kesehatan
minta motor trail sering ugal ugalan di jalan kampung ganggu warga udah lama nih,keamanan,biasa,Satuan Polisi Pamong Praja
sungai butek item bau masyarakat bejibun yang kena penyakit kulit,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mohon krcunan air mnum bnyk yg mul mth bahaya bgt,kesehatan,sangat_urgen,Dinas Kesehatan
selamat pagi mau lapor bahu jalan agak rusak butuh perbaikan ringan,infrastruktur,biasa,Dinas Pekerjaan Umum
laporan: gorong gorong di bawah jalan tersumbat air meluap ke jalan kami sangat terganggu,infrastruktur,urgen,Dinas Pekerjaan Umum
dengan hormat lampu taman di alun alun beberapa yang mati,infrastruktur,biasa,Dinas Pekerjaan Umum
pnmbkan di daerah kmi wrg pnik,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong ada pungutan liar di terminal oleh oknum preman tolong cepet ditangani,keamanan,urgen,Satuan Polisi Pamong Praja
tolong rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu terima kasih sebelumnya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
bu sampah plastik banyak berserakan di pinggir kali minta ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
laporan: dana desa ga transparan warga ga tau dipake untuk apa aja terima kasih sebelumnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
jembatan kayu di desa kami lapuk berbahaya kalo dilewati,infrastruktur,urgen,Dinas Pekerjaan Umum
sungai butek item bau masyarakat buanyak yang kena penyakit kulit udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
sngai item bau wrg bnyk kna pnykt klt,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
ada kasus leptospirosis setelah banjir warga mulai demam tinggi segera ya pak,kesehatan,sangat_urgen,Dinas Kesehatan
ada keluhan nih pak rt kami aktif banget ngurus warga mantap jiwa,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
lapak pkl menghalangi akses masuk ke gang perumahan tolong dong,keamanan,biasa,Satuan Polisi Pamong Praja
jalan alternatif satu satunya ke desa kami rusak parah sudah kami laporkan berkali kali,infrastruktur,urgen,Dinas Pekerjaan Umum
psnkritis dtlk igd ktnya pnh pdhl drrt segera pak,kesehatan,sangat_urgen,Dinas Kesehatan
mohon pak camat kami orangnya ramah dan cepat tanggap kapan ada solusinya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
laporan: jln ambles dlm bgt mtr jth td mlm tolong cepet,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
dokter puskesmas sering bolos pasien numpuk ga ada yang meriksa,kesehatan,urgen,Dinas Kesehatan
mohon limbah kimia ngalir ke sawah tanaman warga pada mati semua tolong dong,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
tembok penahan tanah jebol longsor ancam rumah warga di bawah,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mohon permohonan keringanan pajak sudah diajukan 3 bulan tidak ada respons warga resah ini,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: nrkb djual dpn sklh trang2an tolong cepet,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mas got depan pasar tersumbat sampah banjir pas hujan,kebersihan,urgen,Dinas Lingkungan Hidup
mau lapor nih ibu hamil mau melahirkan ga ada bidan desanya tidak hadir,kesehatan,sangat_urgen,Dinas Kesehatan
halo pemda ruangan pelayanan dukcapil kurang nyaman ga ada ac tolong cepet ditangani,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pengaduan: permohonan keringanan pajak sudah diajukan 3 bulan tidak ada respons sudah kami laporkan berkali kali,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang sindikat penipuan online beroperasi di wilayah kami sudah banyak korban udah lama nih,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
got depan pasar tersumbat sampah banjir pas hujan terima kasih sebelumnya,kebersihan,urgen,Dinas Lingkungan Hidup
jmbtn mau pts kblnya udh kratan prh,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ktp saya udah 5 bulan belum jadi padahal semua syarat udah lengkap,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
bu pagar pembatas jalan agak miring perlu dibenerin kami tunggu tindakannya,infrastruktur,biasa,Dinas Pekerjaan Umum
minta tolong ada pembunuhan di kampung kami semalam pelaku masih berkeliaran warga takut kapan diselesaikan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong nomor telepon kantor kecamatan susah dihubungi tolong cepet ditangani,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mbak tidak ada wifi di ruang tunggu puskesmas,kesehatan,biasa,Dinas Kesehatan
tempat sampah di halte bus udah penuh perlu dikosongkan mohon ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
dengan hormat saluran air kecil di gang agak tersumbat daun tolong perhatiannya,infrastruktur,biasa,Dinas Pekerjaan Umum
ada keluhan nih dana desa ga transparan warga ga tau dipake untuk apa aja harap segera ada tindakan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih smph mds jrm sntk brsrkan di tmn ank,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mohon org gila ngamuk bawa parang ancam warga sekitar minta tolong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong remaja di bawah umur terlibat tawuran bawa celurit ada yang masuk ugd kapan diselesaikan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
penerangan di lorong puskesmas kurang terang tolong diperhatikan,kesehatan,biasa,Dinas Kesehatan
laporan: acara agustusan di kelurahan seru banget makasih pak rt sdh kami laporkan berkali kali,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih twrn pke clurit ada korban msuk ugd,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
laporan: ijazah anak ditahan sekolah karena masalah administrasi pembayaran tolong dong,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
bu penertiban pkl ga konsisten balik lagi besoknya tolong dong,keamanan,biasa,Satuan Polisi Pamong Praja
trotoar depan pasar rusak parah orang sering kesandung mohon perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
got saluran air di perumahan kami mampet udah sebulan,infrastruktur,urgen,Dinas Pekerjaan Umum
pak tawuran pake celurit ada korban masuk ugd luka parah,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
parkir di kantor kecamatan tidak tertata dengan baik udah lama nih,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
dengan hormat informasi syarat urus ktp di website ga update kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mbak ambulans desa rusak ga bisa dipake warga ada yang sakit parah kami sangat terganggu,kesehatan,sangat_urgen,Dinas Kesehatan
minta tolong sistem antrian puskesmas masih manual belum pakai nomor terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
tolong jalan kampung kami belum diaspal becek banget kalo ujan segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
mbak asap pabrik hitam pekat setiap hari ganggu warga sekitar,kebersihan,urgen,Dinas Lingkungan Hidup
begal sering beroperasi di jalan alternatif desa ga ada patroli mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda surat keterangan domisili dipersulit minta syarat yang tidak masuk akal,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: sampah medis bekas jarum suntik berserakan di taman bermain anak udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
informasi syarat urus ktp di website ga update tolong cepet ditangani,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mau lapor nih jalan alternatif satu satunya ke desa kami rusak parah kami tunggu tindakannya,infrastruktur,urgen,Dinas Pekerjaan Umum
halo selamat siang kartu keluarga sejahtera kami hilang dari daftar tidak tahu sebabnya kami tunggu tindakannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
program beasiswa dari pemda sangat membantu anak kami mohon perhatiannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak sndikat pnipuan udh bnyk korban di sni,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
bu mesin fotokopi di kantor kelurahan sering rusak tolong diperhatikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
halo pemda tempat pembuangan sampah sementara kelebihan kapasitas meluap tolong dong,kebersihan,urgen,Dinas Lingkungan Hidup
plang nama gang kami copot perlu dipasang lagi,infrastruktur,biasa,Dinas Pekerjaan Umum
bu penertiban pkl ga konsisten balik lagi besoknya kami tunggu tindakannya,keamanan,biasa,Satuan Polisi Pamong Praja
pengumuman kegiatan kelurahan sering terlambat disampaikan ke warga kami tunggu tindakannya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
minta tolong taman di pinggir jalan kurang terawat rumputnya tinggi harap segera ada tindakan,infrastruktur,biasa,Dinas Pekerjaan Umum
lngsoran ttp akses 3 dsa wrg ga bs kmn,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
begal bunuh pengendara motor di jln gelap deket desa kmi minta tolong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
program beasiswa dari pemda sangat membantu anak kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mohon tempat sampah di depan kantor kelurahan jarang dikosongkan tolong diperhatikan,kebersihan,biasa,Dinas Lingkungan Hidup
kepada yth pemda program pkh kami dihentikan tanpa pemberitahuan dan alasan yang jelas terima kasih sebelumnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pak pasien rujukan ditolak rs tanpa alasan yang jelas mohon perhatiannya,kesehatan,urgen,Dinas Kesehatan
ada keluhan nih halo pak bupati semoga sehat selalu dan sukses terus kami tunggu tindakannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
petugas kebersihan jarang masuk ke gang kami,kebersihan,biasa,Dinas Lingkungan Hidup
kepada yth pemda warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan,kebersihan,urgen,Dinas Lingkungan Hidup
mbak ada pedagang yang jualan di badan jalan bahayain pengendara kapan ada solusinya,keamanan,biasa,Satuan Polisi Pamong Praja
program kb di puskesmas kami terhenti karena kekurangan petugas kami sangat terganggu,kesehatan,urgen,Dinas Kesehatan
mohon jmbtn gntg mau pts kbl kratan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo pemda drainase gang depan rumah agak bau perlu dikuras terima kasih sebelumnya,kebersihan,biasa,Dinas Lingkungan Hidup
tolong lampu jalan di gang kami mati udah 2 minggu gelap bgt malem mohon perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
permisi mau lapor jalan di komplek ada yang berlubang kecil kami sangat terganggu,infrastruktur,biasa,Dinas Pekerjaan Umum
mohon prampok brsnjta msk rmh warga mlm,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo selamat siang pemda tanggap banget waktu kami laporan langsung direspon kapan diselesaikan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda pelayanan puskesmas kurang ramah perawatnya galak,kesehatan,biasa,Dinas Kesehatan
dengan hormat petugas kebersihan jarang masuk ke gang kami mohon perhatiannya,kebersihan,biasa,Dinas Lingkungan Hidup
kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: geng terror wrg minta duit tiap mlm,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
jalan berlubang gede di depan sekolah udah ada yang jatuh kapan diselesaikan,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih bgl rmpas hp ibu2 td pg bahaya bgt,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
salut sama kerja keras pak lurah kami orangnya baik segera ya pak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: drainase mampet banjir tiap hujan deras,infrastruktur,urgen,Dinas Pekerjaan Umum
saluran irigasi sawah bocor petani rugi terus terima kasih sebelumnya,infrastruktur,urgen,Dinas Pekerjaan Umum
mantep deh pemda udah cepet nanggepin keluhan warga,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
petugas kelurahan sering ga ada di tempat pas jam kerja mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mbak jalan cor beton kampung kami retak dan ambles di beberapa titik cepet ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
pengaduan: gorong gorong jebol jalan ambles dalam banget berbahaya bgt segera ya pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
kartu indonesia pintar anak saya tidak cair padahal memenuhi syarat,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
taman kota kotor banyak sampah dedaunan,kebersihan,biasa,Dinas Lingkungan Hidup
permisi mau lapor website kelurahan kami tidak pernah diperbarui informasinya warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
bayi gz buruk prh butuh bntn sgra minta tolong,kesehatan,sangat_urgen,Dinas Kesehatan
pelayanan puskesmas kurang ramah perawatnya galak,kesehatan,biasa,Dinas Kesehatan
selamat pagi mau lapor pembuangan sampah ilegal di pinggir sawah menggunung warga resah ini,kebersihan,urgen,Dinas Lingkungan Hidup
mas jadwal dokter spesialis di puskesmas terlalu sedikit,kesehatan,biasa,Dinas Kesehatan
jln prvnsi ambrol lngsor aks kota pts,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
begal rampas motor ibu ibu td pagi di jln gatot sub pelaku kabur minta tolong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
permisi mau lapor got saluran air di perumahan kami mampet udah sebulan sdh kami laporkan berkali kali,infrastruktur,urgen,Dinas Pekerjaan Umum
tempat pembuangan sampah sementara kelebihan kapasitas meluap,kebersihan,urgen,Dinas Lingkungan Hidup
bu jalan berlubang gede di depan sekolah udah ada yang jatuh segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
keracunan massal di kantin sekolah puluhan anak muntah muntah dibawa ke rs,kesehatan,sangat_urgen,Dinas Kesehatan
lampu jalan di gang kami mati udah 2 minggu gelap bgt malem,infrastruktur,urgen,Dinas Pekerjaan Umum
got meluap banjir masuk rumah warga udah setinggi lutut,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
selamat pagi mau lapor pompa air irigasi rusak sawah warga kekeringan warga resah ini,infrastruktur,urgen,Dinas Pekerjaan Umum
minta tolong kursi tunggu di puskesmas kurang bejibun pasien harus berdiri terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
talud sungai retak retak rawan jebol saat banjir,infrastruktur,urgen,Dinas Pekerjaan Umum
ada keluhan nih sampah plastik banyak berserakan di pinggir kali,kebersihan,biasa,Dinas Lingkungan Hidup
ada keluhan nih kasus pencurian di komplek kami makin sering ga ada ronda malam,keamanan,urgen,Satuan Polisi Pamong Praja
puskesmas pembantu tutup ga ada tenaga kesehatan sama sekali,kesehatan,urgen,Dinas Kesehatan
minta tolong ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun mohon perhatiannya,kebersihan,urgen,Dinas Lingkungan Hidup
ada keluhan nih saluran air kecil di gang agak tersumbat daun terima kasih semasih belumnya,infrastruktur,biasa,Dinas Pekerjaan Umum
laporan: tawuran pake batu deket smp ada yg luka parah minta tolong segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mbak taman bermain anak kotor bejibun sampah plastik kami sangat terganggu,kebersihan,biasa,Dinas Lingkungan Hidup
remaja di bawah umur terlibat tawuran bawa celurit ada yang masuk ugd,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mas lampu jalan di gang kami mati udah 2 minggu gelap bgt malem,infrastruktur,urgen,Dinas Pekerjaan Umum
pelaku kekerasan dalam rumah tangga kabur setelah menyerang korban parah minta tolong banget,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada keluhan nih cat marka jalan udah pudar ga keliatan harap segera ada tindakan,infrastruktur,biasa,Dinas Pekerjaan Umum
air pdam berasa aneh bau ga layak minum penduduk takut konsumsi udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
